article_id,expr_type,value,offset
320.txt,relative-year/month/week,next year,927
320.txt,part-relative-year/month/week,shock this year,1798
320.txt,part-relative-year/month/week,in recent months,1959
334.txt,month,November,730
334.txt,dayofweek,Monday,76
334.txt,dayofweek,Monday,1963
334.txt,year,2002,1486
334.txt,part-relative-year/month/week,fold last year,1623
452.txt,month,January,738
452.txt,year,1971,1682
452.txt,year,1987,1690
452.txt,part-relative-year/month/week,later this year,1776
1688.txt,year,2004,1387
1688.txt,day-month,15 January,2726
1688.txt,part-relative-year/month/week,The first month,299
1688.txt,part-relative-year/month/week,couple of years,535
1688.txt,part-relative-year/month/week,week or month,1209
1688.txt,part-relative-year/month/week,the first month,2741
308.txt,month,December,608
308.txt,month,October,991
308.txt,month,January,1091
308.txt,month,March,1102
308.txt,year,2004,857
308.txt,year,2003,1780
308.txt,part-relative-year/month/week,subsidised for years,214
308.txt,part-relative-year/month/week,of this year,1117
309.txt,month,June,1041
309.txt,year,2006,1195
309.txt,year,2006,1516
309.txt,part-relative-year/month/week,the 12 months,1019
309.txt,part-relative-year/month/week,current fiscal year,1102
309.txt,part-relative-year/month/week,the past years,1294
309.txt,part-relative-year/month/week,2007 fiscal year,1521
1689.txt,part-relative-year/month/week,in the year,1316
335.txt,dayofweek,Friday,266
335.txt,dayofweek,Friday,1263
335.txt,dayofweek,Thursday,2152
335.txt,year,2004,449
335.txt,year,2003,562
335.txt,year,2002,662
335.txt,part-relative-year/month/week,from last year,476
335.txt,part-relative-year/month/week,of the year,1043
335.txt,part-relative-year/month/week,than two years,1245
335.txt,part-relative-year/month/week,of last year,2004
453.txt,month,July,398
453.txt,dayofweek,Wednesday,1871
453.txt,year,1973,487
453.txt,part-relative-year/month/week,the following year,1425
447.txt,month,February,475
447.txt,dayofweek,Friday,261
447.txt,dayofweek,Friday,305
447.txt,dayofweek,Friday,492
447.txt,day-month-year,12 March 1993,635
447.txt,part-relative-year/month/week,for two years,757
447.txt,part-relative-year/month/week,last nine years,1612
321.txt,year,2004,276
321.txt,year,2004,564
321.txt,year,2005,600
321.txt,year,2006,609
321.txt,year,2004,1318
321.txt,month-year,November 2003,1480
321.txt,relative-year/month/week,18 months,1877
321.txt,part-relative-year/month/week,next two years,113
321.txt,part-relative-year/month/week,last three months,255
321.txt,part-relative-year/month/week,in eight years,302
321.txt,part-relative-year/month/week,for a year,807
321.txt,part-relative-year/month/week,August last year,1498
1138.txt,dayofweek,Sunday,105
1138.txt,dayofweek,Sunday,431
1138.txt,part-relative-year/month/week,to next weekend,639
1138.txt,part-relative-year/month/week,in previous years,888
1138.txt,part-relative-year/month/week,over the weekend,1253
1662.txt,month,June,437
1662.txt,dayofweek,Sunday,513
490.txt,year,1965,1012
490.txt,part-relative-year/month/week,Boogeyman last month,366
1110.txt,month,February,405
1110.txt,dayofweek,Thursday,293
484.txt,dayofweek,Wednesday,454
484.txt,day-month,30 January,565
484.txt,month-year,November 2004,619
484.txt,part-relative-year/month/week,2004 several months,628
484.txt,part-relative-year/month/week,to this year,1213
1676.txt,month-year,March 2005,516
1676.txt,part-relative-year/month/week,introduced last year,714
1676.txt,part-relative-year/month/week,a few years,1812
1676.txt,part-relative-year/month/week,in recent years,2134
1676.txt,part-relative-year/month/week,over the years,2703
679.txt,year,2002,1575
679.txt,relative-year/month/week,Last month,442
679.txt,part-relative-year/month/week,the four years,782
679.txt,part-relative-year/month/week,of that year,1707
651.txt,month,January,286
651.txt,month,November,441
651.txt,year,1995,565
651.txt,part-relative-year/month/week,in recent years,722
889.txt,dayofweek,Tuesday,525
137.txt,year,2004,74
137.txt,year,1980,107
137.txt,year,2004,400
137.txt,year,2005,516
137.txt,year,2005,739
137.txt,relative-year/month/week,this year,283
137.txt,part-relative-year/month/week,in 20 years,1025
123.txt,year,2005,595
123.txt,year,2008,1147
123.txt,year,2012,1156
123.txt,part-relative-year/month/week,earlier this year,456
123.txt,part-relative-year/month/week,fares each year,794
123.txt,part-relative-year/month/week,last five years,818
123.txt,part-relative-year/month/week,fall each year,960
123.txt,part-relative-year/month/week,next five years,983
123.txt,part-relative-year/month/week,of this year,1022
123.txt,part-relative-year/month/week,passengers a year,1273
123.txt,part-relative-year/month/week,next seven years,1374
123.txt,part-relative-year/month/week,in recent years,1455
645.txt,year,1964,430
645.txt,year,1900,1930
645.txt,part-relative-year/month/week,December last year,525
645.txt,part-relative-year/month/week,Spring next year,1185
876.txt,month,July,651
876.txt,year,2003,984
876.txt,year,1989,3115
876.txt,year,1991,3143
876.txt,part-relative-year/month/week,back 60 years,2247
876.txt,part-relative-year/month/week,nearly 20 years,2982
36.txt,year,2001,590
36.txt,year,1993,2914
36.txt,year,2001,4303
36.txt,day-month,11 September,4289
36.txt,part-relative-year/month/week,the six months,4331
1448.txt,month,August,1664
1448.txt,dayofweek,Friday,423
1448.txt,dayofweek,Friday,1370
862.txt,month,March,2124
862.txt,day-month,11 September,579
22.txt,month,July,709
22.txt,month,September,718
22.txt,dayofweek,Wednesday,485
22.txt,year,2004,194
22.txt,year,2004,550
22.txt,year,2004,1080
22.txt,year,2005,1969
22.txt,part-relative-year/month/week,last three months,173
22.txt,part-relative-year/month/week,later this year,465
22.txt,part-relative-year/month/week,last three months,1059
22.txt,part-relative-year/month/week,in the year,1165
22.txt,part-relative-year/month/week,overall last year,1850
22.txt,part-relative-year/month/week,first few months,1909
692.txt,month,February,1708
692.txt,year,2002,172
692.txt,year,2003,332
692.txt,year,1996,371
692.txt,year,1982,736
692.txt,year,2000,1299
1460.txt,year,2002,199
1460.txt,year,2004,208
1474.txt,month,January,2050
1474.txt,month,November,2385
1474.txt,month,December,2397
1474.txt,month,November,2507
1474.txt,year,2005,291
1474.txt,month-year,September 2004,1611
1474.txt,relative-year/month/week,Last year,2285
686.txt,year,2005,99
686.txt,year,2004,320
686.txt,year,2005,351
686.txt,relative-year/month/week,This year,438
686.txt,part-relative-year/month/week,of this year,158
686.txt,part-relative-year/month/week,into this year,769
686.txt,part-relative-year/month/week,that this year,851
686.txt,part-relative-year/month/week,follow last year,1006
686.txt,part-relative-year/month/week,think this year,1059
1312.txt,dayofweek,Friday,1253
1312.txt,day-month,28 December,962
1312.txt,part-relative-year/month/week,miss this weekend,803
1312.txt,part-relative-year/month/week,at the weekend,1206
1312.txt,part-relative-year/month/week,before this weekend,1302
719.txt,month,June,703
719.txt,month,June,2124
719.txt,dayofweek,Thursday,994
719.txt,year,1997,192
719.txt,year,1997,796
719.txt,year,1970,844
719.txt,part-relative-year/month/week,week after months,1891
1299.txt,month,June,874
1299.txt,dayofweek,Sunday,388
1299.txt,year,2001,236
1299.txt,year,2003,594
725.txt,part-relative-year/month/week,next 20 years,784
731.txt,month,December,1680
731.txt,dayofweek,Friday,710
731.txt,part-relative-year/month/week,students each year,3224
902.txt,year,1997,2534
1528.txt,part-relative-year/month/week,arcades four years,278
1528.txt,part-relative-year/month/week,joypad this year,366
916.txt,month,July,400
916.txt,dayofweek,Friday,91
1272.txt,month,September,627
1272.txt,part-relative-year/month/week,couple of years,451
1272.txt,part-relative-year/month/week,win last year,519
1514.txt,part-relative-year/month/week,could take months,734
1500.txt,month-year,December 2004,204
1266.txt,dayofweek,Wednesday,246
1266.txt,dayofweek,Saturday,1683
1266.txt,dayofweek,Wednesday,1748
1266.txt,relative-year/month/week,two years,2129
1266.txt,part-relative-year/month/week,here five months,1805
1266.txt,part-relative-year/month/week,had five years,2079
269.txt,month,February,70
269.txt,month,February,228
269.txt,month,January,250
269.txt,month,February,776
269.txt,year,2003,1032
269.txt,year,2004,1110
269.txt,year,2004,1379
269.txt,relative-year/month/week,last year,1003
269.txt,part-relative-year/month/week,in three months,277
269.txt,part-relative-year/month/week,last three months,1089
241.txt,dayofweek,Monday,986
241.txt,year,2005,112
241.txt,year,2005,440
241.txt,year,2005,787
241.txt,year,2004,859
241.txt,year,2004,977
241.txt,year,2005,1107
241.txt,year,2005,1326
241.txt,year,2005,1674
241.txt,year,2004,2175
241.txt,part-relative-year/month/week,EU last year,197
241.txt,part-relative-year/month/week,economies this year,1586
527.txt,month,February,67
527.txt,month,February,648
527.txt,year,1937,362
527.txt,year,2003,1098
527.txt,part-relative-year/month/week,died last year,312
527.txt,part-relative-year/month/week,Jackson last year,746
533.txt,year,1992,245
533.txt,year,2003,802
255.txt,dayofweek,Sunday,470
255.txt,dayofweek,Monday,558
255.txt,year,2007,693
255.txt,year,2011,886
255.txt,part-relative-year/month/week,LNG a year,593
255.txt,part-relative-year/month/week,tonnes each year,647
255.txt,part-relative-year/month/week,for 25 years,664
255.txt,part-relative-year/month/week,LNG each year,867
1058.txt,year,2004,821
1058.txt,year,2002,2628
1058.txt,part-relative-year/month/week,at this year,998
282.txt,year,2004,83
282.txt,year,2003,117
282.txt,year,2003,257
282.txt,year,2003,324
282.txt,year,2003,351
282.txt,year,2004,679
282.txt,year,2003,721
282.txt,year,2004,822
282.txt,day-month,23 March,838
282.txt,relative-year/month/week,Last year,504
1716.txt,month,October,282
1716.txt,year,2004,231
1716.txt,year,2009,685
1716.txt,year,2009,863
1716.txt,month-year,January 2003,1792
1716.txt,part-relative-year/month/week,next few years,771
1070.txt,part-relative-year/month/week,All the years,1445
1070.txt,part-relative-year/month/week,a useful weekend,2264
1070.txt,part-relative-year/month/week,world this year,3003
1070.txt,part-relative-year/month/week,in 11 years,4590
1702.txt,day-month,12 November,521
1702.txt,day-month,28 November,752
1702.txt,day-month,13 February,2294
1702.txt,month-year,December 2005,2103
1702.txt,part-relative-year/month/week,very good year,2212
296.txt,month,January,704
296.txt,dayofweek,Thursday,196
1048.txt,month,June,302
1048.txt,year,1908,392
1048.txt,year,1915,401
1048.txt,year,1979,1300
1048.txt,year,1983,1392
1048.txt,year,1992,1777
1048.txt,year,1994,1823
1048.txt,year,1994,2323
1048.txt,year,1997,2385
1048.txt,year,2000,2871
1048.txt,year,2002,2946
1048.txt,month-year,October 2003,3078
1048.txt,day-month-year,20 February 1951,813
1048.txt,relative-year/month/week,A year,3061
1048.txt,part-relative-year/month/week,for seven years,356
1048.txt,part-relative-year/month/week,Within four years,1608
1048.txt,part-relative-year/month/week,of five years,2627
1048.txt,part-relative-year/month/week,earlier this year,3220
292.txt,dayofweek,Monday,764
292.txt,year,2004,143
292.txt,year,2004,811
292.txt,day-month,31 December,454
292.txt,part-relative-year/month/week,the three months,434
292.txt,part-relative-year/month/week,for the year,549
292.txt,part-relative-year/month/week,cents a year,878
1712.txt,year,2005,1890
1712.txt,part-relative-year/month/week,than five years,226
1712.txt,part-relative-year/month/week,last 12 months,878
286.txt,dayofweek,Tuesday,84
286.txt,part-relative-year/month/week,which last year,172
286.txt,part-relative-year/month/week,Rajasthan last year,778
279.txt,month,October,1285
279.txt,month,February,1311
279.txt,year,2005,133
279.txt,part-relative-year/month/week,earlier this year,186
279.txt,part-relative-year/month/week,than a year,547
279.txt,part-relative-year/month/week,of this year,714
279.txt,part-relative-year/month/week,in the year,1270
251.txt,year,1200,376
251.txt,year,2000,571
251.txt,relative-year/month/week,Last year,878
537.txt,dayofweek,Tuesday,223
523.txt,dayofweek,Saturday,117
523.txt,dayofweek,Sunday,474
523.txt,part-relative-year/month/week,over the weekend,191
245.txt,month-year,February 2003,298
245.txt,part-relative-year/month/week,executives last year,428
912.txt,month-year,February 1974,519
912.txt,part-relative-year/month/week,after 30 years,179
1538.txt,year,2005,1067
1538.txt,year,2005,4434
1538.txt,relative-year/month/week,last year,268
1538.txt,part-relative-year/month/week,as many years,220
1538.txt,part-relative-year/month/week,of this year,595
1538.txt,part-relative-year/month/week,early next year,1018
906.txt,part-relative-year/month/week,000 a year,2374
906.txt,part-relative-year/month/week,rises next year,2440
1262.txt,month,March,401
1262.txt,year,2012,4433
1262.txt,month-year,July 2003,1673
1262.txt,part-relative-year/month/week,for next month,1925
1262.txt,part-relative-year/month/week,last eight years,3302
1262.txt,part-relative-year/month/week,fiancee this year,3537
1504.txt,year,2015,3602
1504.txt,year,2012,5049
1504.txt,part-relative-year/month/week,of last year,2399
1504.txt,part-relative-year/month/week,late last year,2683
1510.txt,year,2010,1913
1510.txt,year,2006,2397
1510.txt,year,2010,2592
1510.txt,year,2004,2938
1510.txt,relative-year/month/week,every year,4613
1510.txt,part-relative-year/month/week,From next month,3198
1510.txt,part-relative-year/month/week,next few months,3850
1510.txt,part-relative-year/month/week,whole last year,4689
1276.txt,dayofweek,Sunday,260
1276.txt,part-relative-year/month/week,at the weekend,419
709.txt,month,April,1105
709.txt,year,1995,399
709.txt,day-month,19 May,1177
1289.txt,month,January,765
1289.txt,dayofweek,Wednesday,445
735.txt,dayofweek,Monday,896
721.txt,month,November,4071
721.txt,year,1857,474
721.txt,year,1670,708
721.txt,year,1801,1253
721.txt,year,1642,1990
721.txt,year,1727,2215
721.txt,year,1497,3527
721.txt,year,1834,3662
721.txt,year,1834,3764
721.txt,year,1689,3889
721.txt,year,1606,4047
721.txt,relative-year/month/week,the year,4104
721.txt,part-relative-year/month/week,now five years,2845
721.txt,part-relative-year/month/week,on next year,4214
26.txt,dayofweek,Friday,954
26.txt,decade,the 1970s,2193
26.txt,part-of-decade,the late 1980s,1194
26.txt,relative-year/month/week,This year,2088
26.txt,part-relative-year/month/week,revised upwards years,1294
26.txt,part-relative-year/month/week,and this year,1963
26.txt,part-relative-year/month/week,past 10 years,2344
26.txt,part-relative-year/month/week,available every month,2452
866.txt,dayofweek,Thursday,1683
866.txt,day-month,11 September,2927
866.txt,part-relative-year/month/week,the new year,479
1458.txt,month,May,1609
1458.txt,dayofweek,Sunday,98
1458.txt,dayofweek,Saturday,1381
1458.txt,year,2100,385
1458.txt,year,2002,1614
32.txt,month,December,72
32.txt,month,December,563
32.txt,month,October,830
32.txt,month,December,1507
32.txt,month,December,2175
32.txt,dayofweek,Tuesday,628
32.txt,year,2004,219
32.txt,year,2005,1774
32.txt,year,2005,1855
32.txt,year,2004,2562
32.txt,year,2004,2621
32.txt,year,2000,2738
32.txt,year,2004,2849
32.txt,month-year,September 1995,861
32.txt,month-year,November 2003,1416
32.txt,relative-year/month/week,The month,1181
32.txt,part-relative-year/month/week,of the year,261
32.txt,part-relative-year/month/week,a three year,606
32.txt,part-relative-year/month/week,slowed last month,978
32.txt,part-relative-year/month/week,the coming months,1161
32.txt,part-relative-year/month/week,month by month,1185
32.txt,part-relative-year/month/week,made last month,1725
32.txt,part-relative-year/month/week,in nine years,2049
32.txt,part-relative-year/month/week,during the month,2305
32.txt,part-relative-year/month/week,final few months,2829
872.txt,month,May,2788
872.txt,month,May,2893
872.txt,dayofweek,Tuesday,399
872.txt,part-relative-year/month/week,disputes each year,591
1316.txt,month,August,1344
1316.txt,year,2003,468
1316.txt,year,2003,672
1316.txt,day-month,18 February,156
1316.txt,part-relative-year/month/week,a big year,1270
1316.txt,part-relative-year/month/week,start my year,1408
682.txt,dayofweek,Sunday,473
682.txt,month-year,November 2004,1660
1470.txt,year,2004,1387
1470.txt,day-month,15 January,2726
1470.txt,part-relative-year/month/week,The first month,299
1470.txt,part-relative-year/month/week,couple of years,535
1470.txt,part-relative-year/month/week,week or month,1209
1470.txt,part-relative-year/month/week,the first month,2741
1464.txt,year,2005,1551
1464.txt,part-relative-year/month/week,in recent months,1390
696.txt,year,2004,257
696.txt,year,2004,469
696.txt,year,2004,1082
696.txt,year,2003,1099
696.txt,year,2004,1158
696.txt,part-relative-year/month/week,boost last year,69
696.txt,part-relative-year/month/week,Japan last year,551
696.txt,part-relative-year/month/week,total last year,949
696.txt,part-relative-year/month/week,the previous year,1172
696.txt,part-relative-year/month/week,for the year,1256
1302.txt,month,March,300
1302.txt,part-relative-year/month/week,Blackburn last month,242
669.txt,dayofweek,Tuesday,357
669.txt,dayofweek,Sunday,463
899.txt,month,May,1464
899.txt,month,May,1624
899.txt,year,2005,216
641.txt,month,February,397
641.txt,month,Dec,1012
641.txt,dayofweek,Monday,221
641.txt,dayofweek,Monday,1022
641.txt,year,2002,842
641.txt,month-year,May 2003,717
127.txt,year,2004,137
127.txt,year,2005,429
127.txt,year,2003,570
127.txt,year,2008,902
127.txt,year,2005,1229
127.txt,year,2003,1366
127.txt,year,2004,1372
127.txt,part-relative-year/month/week,Asia this year,82
127.txt,part-relative-year/month/week,Asia last year,235
127.txt,part-relative-year/month/week,class next month,493
127.txt,part-relative-year/month/week,Asia last year,543
127.txt,part-relative-year/month/week,the previous year,809
127.txt,part-relative-year/month/week,much better year,1209
127.txt,part-relative-year/month/week,a good year,1391
133.txt,dayofweek,Monday,333
133.txt,dayofweek,Monday,626
133.txt,dayofweek,Friday,789
133.txt,dayofweek,Monday,1083
133.txt,dayofweek,Sunday,1391
133.txt,year,2005,1255
133.txt,year,2006,1264
133.txt,year,2007,1322
133.txt,day-month,26 December,497
133.txt,day-month,12 January,1517
133.txt,part-relative-year/month/week,in a month,89
655.txt,dayofweek,Sunday,150
655.txt,year,1999,1623
655.txt,day-month,27 February,1939
655.txt,part-relative-year/month/week,last 20 years,855
655.txt,part-relative-year/month/week,in six years,1587
1672.txt,year,2004,3116
1672.txt,year,2005,3265
1672.txt,part-relative-year/month/week,last three years,270
1672.txt,part-relative-year/month/week,once a year,1122
1672.txt,part-relative-year/month/week,stolen every month,2896
1672.txt,part-relative-year/month/week,the next year,3021
1672.txt,part-relative-year/month/week,the previous year,3136
480.txt,month,April,1215
480.txt,dayofweek,Saturday,88
480.txt,dayofweek,Friday,138
480.txt,dayofweek,Friday,291
480.txt,dayofweek,Friday,417
480.txt,part-relative-year/month/week,earlier this year,1145
1114.txt,year,1995,1242
1114.txt,year,1994,1363
1114.txt,part-relative-year/month/week,over four years,1387
1114.txt,part-relative-year/month/week,for three months,1711
494.txt,month,May,610
494.txt,dayofweek,Tuesday,1050
1666.txt,year,2004,86
1666.txt,year,2004,240
1666.txt,year,2005,998
1666.txt,year,0051,2806
1666.txt,part-relative-year/month/week,of the year,22
1666.txt,part-relative-year/month/week,last twelve months,213
1666.txt,part-relative-year/month/week,up every year,680
1666.txt,part-relative-year/month/week,last 12 months,950
1666.txt,part-relative-year/month/week,of last year,1337
1666.txt,part-relative-year/month/week,than this year,1357
1666.txt,part-relative-year/month/week,a half months,3154
1666.txt,part-relative-year/month/week,last 18 months,3176
1666.txt,part-relative-year/month/week,trend this year,3466
319.txt,month,February,1608
319.txt,dayofweek,Thursday,429
319.txt,dayofweek,Friday,516
319.txt,dayofweek,Monday,2153
319.txt,year,2871,390
319.txt,year,2974,421
319.txt,part-relative-year/month/week,almost three months,91
319.txt,part-relative-year/month/week,in recent months,495
319.txt,part-relative-year/month/week,improve this year,1033
319.txt,part-relative-year/month/week,in recent months,1211
319.txt,part-relative-year/month/week,as many months,1690
1699.txt,year,2005,2777
1699.txt,relative-year/month/week,Last year,2358
325.txt,dayofweek,Thursday,116
325.txt,year,2004,193
325.txt,year,2003,241
325.txt,year,2004,1011
325.txt,year,2004,1021
325.txt,year,2005,1427
325.txt,year,2004,1522
325.txt,year,2004,1934
325.txt,year,2003,1988
325.txt,day-month,26 January,1480
325.txt,part-relative-year/month/week,793m a year,376
325.txt,part-relative-year/month/week,9bn a year,477
325.txt,part-relative-year/month/week,in the year,641
325.txt,part-relative-year/month/week,the full year,2080
325.txt,part-relative-year/month/week,153m a year,2192
443.txt,year,1992,1178
443.txt,decade,the 1970s,452
443.txt,decade,the 1940s,802
457.txt,month,Dec,434
457.txt,month,Dec,2902
457.txt,month,Dec,2913
457.txt,month,Dec,3162
457.txt,dayofweek,Saturday,581
457.txt,dayofweek,Saturday,2919
457.txt,dayofweek,Saturday,3168
457.txt,part-relative-year/month/week,couple of years,1778
331.txt,month,January,638
331.txt,dayofweek,Thursday,316
331.txt,dayofweek,Thursday,863
331.txt,dayofweek,Thursday,1359
331.txt,year,2005,143
331.txt,year,3666,839
331.txt,year,3636,900
331.txt,part-relative-year/month/week,into the weekend,667
456.txt,dayofweek,Sunday,224
456.txt,part-relative-year/month/week,Britain every year,324
330.txt,month,December,1314
330.txt,dayofweek,Sunday,167
330.txt,dayofweek,Sunday,792
330.txt,part-relative-year/month/week,of the month,123
324.txt,dayofweek,Monday,1034
324.txt,dayofweek,Monday,1653
324.txt,year,2944,534
324.txt,year,3006,590
324.txt,year,2004,2298
324.txt,day-month,10 November,615
442.txt,year,1986,320
442.txt,year,1994,745
442.txt,year,1997,766
442.txt,year,1998,784
442.txt,year,2003,831
442.txt,day-month,15 February,281
442.txt,day-month,10 February,494
442.txt,part-relative-year/month/week,founded 110 years,1142
1698.txt,dayofweek,Tuesday,3062
1698.txt,year,1984,2062
1698.txt,part-relative-year/month/week,for several years,545
1698.txt,part-relative-year/month/week,earlier this month,1248
1698.txt,part-relative-year/month/week,past 20 years,2612
1698.txt,part-relative-year/month/week,hear this year,3521
318.txt,month,December,78
318.txt,month,December,537
318.txt,month,December,733
318.txt,month,November,1835
318.txt,year,2004,273
318.txt,year,2005,476
318.txt,year,2005,1632
318.txt,part-relative-year/month/week,added last month,245
318.txt,part-relative-year/month/week,in five years,319
318.txt,part-relative-year/month/week,of last year,355
318.txt,part-relative-year/month/week,created each month,586
318.txt,part-relative-year/month/week,prior two months,827
318.txt,part-relative-year/month/week,times last year,1172
318.txt,part-relative-year/month/week,of last year,1287
318.txt,part-relative-year/month/week,the previous year,1519
318.txt,part-relative-year/month/week,on a month,2169
495.txt,relative-year/month/week,Last year,1132
495.txt,part-relative-year/month/week,at last year,434
495.txt,part-relative-year/month/week,adjourned last year,1245
1667.txt,year,2006,666
1667.txt,part-relative-year/month/week,past four months,767
1673.txt,month,Jan,1165
1115.txt,dayofweek,Sunday,1538
481.txt,dayofweek,Friday,210
481.txt,year,2005,1258
481.txt,year,2006,1287
481.txt,year,2002,1389
481.txt,year,2004,1567
481.txt,part-relative-year/month/week,stunt a month,1189
1129.txt,dayofweek,Friday,155
132.txt,month,June,230
132.txt,part-relative-year/month/week,possible 10 year,825
654.txt,year,1994,1191
654.txt,month-year,September 1956,794
654.txt,month-year,September 1957,812
654.txt,part-relative-year/month/week,lot of years,1022
640.txt,year,1978,222
640.txt,year,1974,842
640.txt,year,2003,904
640.txt,year,1983,1776
640.txt,year,1985,1785
640.txt,year,1996,1918
640.txt,year,2001,2140
640.txt,day-month,11 September,2109
640.txt,decade,the 70s,99
640.txt,decade,the 70s,772
640.txt,decade,the 90s,1842
640.txt,part-relative-year/month/week,early next year,2220
898.txt,year,1997,278
898.txt,year,1970,413
898.txt,year,1999,797
898.txt,part-relative-year/month/week,in recent years,806
126.txt,year,2004,393
126.txt,year,2005,619
126.txt,year,2006,627
126.txt,year,2006,1007
126.txt,year,2007,1015
126.txt,year,2004,1803
126.txt,year,2005,1839
126.txt,month-year,November 2003,1979
126.txt,relative-year/month/week,Last year,1559
126.txt,part-relative-year/month/week,as many years,403
126.txt,part-relative-year/month/week,Europe last year,452
126.txt,part-relative-year/month/week,last six years,549
126.txt,part-relative-year/month/week,company last year,1057
126.txt,part-relative-year/month/week,bid last year,2082
668.txt,dayofweek,Tuesday,1482
1465.txt,year,2025,36
1465.txt,year,2025,2183
1465.txt,part-relative-year/month/week,the last year,1705
1303.txt,dayofweek,Sun,284
1303.txt,dayofweek,Saturday,800
1303.txt,dayofweek,Saturday,925
1303.txt,part-relative-year/month/week,a half years,1365
697.txt,dayofweek,Wednesday,1691
697.txt,year,2001,890
697.txt,year,1999,1529
697.txt,day-month,27 February,1963
697.txt,relative-year/month/week,spent years,931
683.txt,month,December,225
683.txt,part-relative-year/month/week,of the year,725
683.txt,part-relative-year/month/week,of the year,757
683.txt,part-relative-year/month/week,of the year,793
683.txt,part-relative-year/month/week,of the year,918
683.txt,part-relative-year/month/week,of the year,1013
683.txt,part-relative-year/month/week,honour the year,1069
1317.txt,month,February,480
1317.txt,year,2001,769
1317.txt,year,2001,936
1317.txt,year,1994,1353
1317.txt,year,1996,1417
1317.txt,decade,the 1960s,1092
1471.txt,month,January,1326
1471.txt,day-month,25 September,908
1471.txt,part-relative-year/month/week,over the months,1698
1459.txt,dayofweek,Saturday,238
1459.txt,dayofweek,Saturday,1408
1459.txt,day-month,13 March,963
1459.txt,part-relative-year/month/week,through the weekend,1221
873.txt,dayofweek,Monday,1521
873.txt,part-relative-year/month/week,a four year,1045
33.txt,dayofweek,Tuesday,421
33.txt,relative-year/month/week,Last month,755
33.txt,part-relative-year/month/week,to four years,549
867.txt,month,December,276
867.txt,dayofweek,Wednesday,148
27.txt,dayofweek,Sunday,667
27.txt,month-year,June 2003,1317
27.txt,part-relative-year/month/week,in recent months,3086
720.txt,month,Jan,2807
720.txt,month-year,July 2001,705
720.txt,month-year,October 2002,1726
720.txt,part-relative-year/month/week,operated two years,2354
734.txt,day-month,10 June,1059
734.txt,month-year,June 2004,272
734.txt,part-relative-year/month/week,towards that month,334
734.txt,part-relative-year/month/week,Birmingham last month,831
1288.txt,dayofweek,Monday,196
1288.txt,dayofweek,Sun,534
708.txt,dayofweek,Thursday,171
708.txt,decade,the 1950s,1221
1277.txt,year,1948,271
1277.txt,year,2003,453
1277.txt,year,1987,546
1277.txt,year,1985,606
1277.txt,year,2003,742
1277.txt,part-relative-year/month/week,but 20 years,612
1263.txt,month,May,556
1263.txt,part-relative-year/month/week,for seven months,388
1505.txt,year,2010,1632
1505.txt,relative-year/month/week,Last year,1429
1505.txt,part-relative-year/month/week,later this year,1175
907.txt,part-relative-year/month/week,next 10 years,343
1539.txt,part-relative-year/month/week,Industry last month,986
1539.txt,part-relative-year/month/week,attention last month,2964
522.txt,year,1995,734
522.txt,year,1994,1416
522.txt,day-month,19 February,634
522.txt,part-relative-year/month/week,after eight years,16
522.txt,part-relative-year/month/week,in eight years,127
522.txt,part-relative-year/month/week,show next month,493
522.txt,part-relative-year/month/week,played for years,927
522.txt,part-relative-year/month/week,at next month,1075
522.txt,part-relative-year/month/week,released three years,1540
244.txt,month,December,2469
244.txt,year,2005,540
244.txt,part-relative-year/month/week,to 20 years,809
244.txt,part-relative-year/month/week,debut last month,2878
244.txt,part-relative-year/month/week,later this year,3065
250.txt,year,2003,129
250.txt,year,2005,1264
250.txt,month-year,October 2004,1106
250.txt,part-relative-year/month/week,the previous year,645
250.txt,part-relative-year/month/week,the previous year,881
250.txt,part-relative-year/month/week,in nine years,1087
250.txt,part-relative-year/month/week,earlier this year,1442
536.txt,dayofweek,Wednesday,220
536.txt,year,2003,1185
278.txt,month,February,99
278.txt,month,January,138
278.txt,month,February,235
278.txt,month,January,270
278.txt,month,January,316
278.txt,month,February,395
278.txt,month,February,707
278.txt,month,January,745
278.txt,part-relative-year/month/week,the 21st month,72
278.txt,part-relative-year/month/week,another good month,408
1075.txt,month,March,1288
1075.txt,year,1996,365
1075.txt,year,2003,2313
1075.txt,relative-year/month/week,three years,2073
1075.txt,part-relative-year/month/week,s growing years,1550
1075.txt,part-relative-year/month/week,group next year,1655
1075.txt,part-relative-year/month/week,in five years,1688
1075.txt,part-relative-year/month/week,belt last year,1847
287.txt,dayofweek,Tuesday,505
287.txt,year,2001,811
287.txt,year,2002,816
287.txt,part-relative-year/month/week,2003 fiscal year,124
287.txt,part-relative-year/month/week,since last year,460
287.txt,part-relative-year/month/week,January last year,578
1713.txt,month,November,1665
1713.txt,dayofweek,Monday,215
1713.txt,day-month,25 October,700
1713.txt,day-month,21 October,1332
1707.txt,part-relative-year/month/week,April this year,1495
293.txt,dayofweek,Monday,656
293.txt,dayofweek,Monday,1427
293.txt,year,1030,2677
1061.txt,month,March,2789
1061.txt,year,2001,2464
1061.txt,part-relative-year/month/week,in next year,133
1061.txt,part-relative-year/month/week,last 12 months,570
1049.txt,year,1985,1000
1049.txt,year,1992,2387
1049.txt,decade,the 1980s,1870
1049.txt,part-relative-year/month/week,settlement four years,336
